temp_h,temp_p,humidity,pressure,pitch,roll,yaw,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,timestamp
30.2719688416,28.8166656494,39.305480957,1014.95874023,345.409563338,75.7562713678,172.878398988,-16.1929512024,5.58516788483,3.64268350601,0.250446647406,0.939850091934,0.233461588621,0.0162597112358,-0.00385060533881,0.00118319317698,2017-05-12 17:36:17.402108
30.201423645,28.8166656494,39.2153587341,1014.9621582,345.408499536,75.8288421278,172.854602609,-33.2146224976,11.0111875534,7.58101272583,0.252143740654,0.94106400013,0.234680071473,0.0213356297463,-0.00352308340371,-0.000335805118084,2017-05-12 17:36:17.460968
30.3072395325,28.8166656494,39.8251953125,1014.96166992,345.406913225,75.9092471147,172.786082151,-40.2346954346,13.176905632,9.66899490356,0.251901298761,0.940578460693,0.232486799359,0.025827979669,-0.00441343151033,0.00115750543773,2017-05-12 17:36:17.518895
30.2719688416,28.8145828247,39.2634239197,1014.95996094,345.399833734,76.005518631,172.682727728,-43.5211410522,14.1166667938,10.4787130356,0.251658856869,0.941549599171,0.232730492949,0.010627001524,-0.00320867821574,0.00169669650495,2017-05-12 17:36:17.574109
30.2719688416,28.8062496185,39.2634239197,1014.95727539,345.393152101,76.0615671633,172.611570818,-44.7208175659,14.9132575989,10.3442440033,0.252386212349,0.942520797253,0.229318723083,-0.00478933751583,0.000900667160749,0.00128971785307,2017-05-12 17:36:17.631124
30.3425121307,28.8145828247,39.2303771973,1014.96069336,345.39230345,76.0720856547,172.581162816,-45.0153465271,14.8539266586,10.3301773071,0.254325777292,0.941549599171,0.234192684293,0.0137076098472,-0.00370264798403,0.00118995271623,2017-05-12 17:36:17.689067
30.3425121307,28.8104171753,39.5758552551,1014.96191406,345.388734677,76.1019540719,172.537504246,-45.129901886,14.5406522751,10.7252445221,0.252628654242,0.943006336689,0.228343948722,0.0177467036992,-0.00456625595689,-0.000295508652925,2017-05-12 17:36:17.750361
30.2543315887,28.8145828247,39.6058959961,1014.95678711,345.385792573,76.1870377384,172.447468693,-45.2890586853,14.3796653748,11.0717258453,0.252143740654,0.941792368889,0.228100240231,0.00348174199462,-0.00138792209327,-0.000345196574926,2017-05-12 17:36:17.811799
30.2543315887,28.8166656494,39.6058959961,1014.95654297,345.385562054,76.2212023446,172.345685214,-45.2373046875,14.315735817,11.0651197433,0.252386212349,0.942520797253,0.22688177228,-0.0185469053686,0.00389412604272,0.00145954266191,2017-05-12 17:36:17.868617
30.4130573273,28.8125,40.2127304077,1014.95776367,345.386041874,76.1774344924,172.274842492,-44.9994926453,14.4758586884,11.0587692261,0.251901298761,0.941792368889,0.22736915946,-0.0263707451522,0.00513547845185,-0.000422280281782,2017-05-12 17:36:17.923026
30.3425121307,28.8104171753,39.179309845,1014.96337891,345.39129429,76.111236299,172.212059393,-45.0987930298,14.8754549026,11.1246576309,0.252386212349,0.94227796793,0.235411152244,-0.0380409546196,0.0094536524266,-0.00192099437118,2017-05-12 17:36:17.981025
30.3601493835,28.8229179382,39.6239204407,1014.96362305,345.399770555,75.9934428566,172.184123919,-45.0927238464,14.6536111832,10.8782062531,0.252143740654,0.941306829453,0.234923765063,-0.0202539078891,0.00572899729013,-0.000953136011958,2017-05-12 17:36:18.039427
30.3601493835,28.8145828247,39.6239204407,1014.96386719,345.407297423,75.9284740972,172.178222636,-44.9276885986,14.8041353226,10.5653505325,0.252628654242,0.940578460693,0.235654860735,-0.0201871581376,0.00505946390331,0.000581484287977,2017-05-12 17:36:18.099705
30.2719688416,28.8187503815,40.9907989502,1014.9621582,345.414223235,75.8687236023,172.183454561,-44.9744720459,14.676566124,10.3507919312,0.252628654242,0.94106400013,0.232486799359,-0.00231567025185,0.000608410686255,-0.00121889449656,2017-05-12 17:36:18.153929
30.2719688416,28.8166656494,39.0591430664,1014.97143555,345.411509942,75.8647894134,172.200611996,-44.8970069885,14.4894771576,10.3737983704,0.251901298761,0.941306829453,0.236142247915,0.00922783091664,-0.00267453864217,0.0002835188061,2017-05-12 17:36:18.212065
30.2719688416,28.8187503815,39.0591430664,1014.96728516,345.412923792,75.8937494154,172.184069278,-45.2262687683,14.44572258,10.8896818161,0.253355979919,0.941792368889,0.23297418654,0.0107807293534,-0.00373422913253,0.000260224565864,2017-05-12 17:36:18.272712
30.289604187,28.8145828247,39.1973342896,1014.97094727,345.407545018,75.9428994567,172.114087159,-45.2295608521,14.8342552185,11.4493875504,0.251901298761,0.940578460693,0.232730492949,0.0124824754894,-0.00273751467466,-0.000351967290044,2017-05-12 17:36:18.331442
30.3248767853,28.8187503815,39.9363479614,1014.96630859,345.404520951,75.9869541768,172.00942134,-45.128288269,15.1072378159,11.980266571,0.253113538027,0.94106400013,0.234923765063,0.0117991566658,-0.00204267911613,0.000813085585833,2017-05-12 17:36:18.389187
30.3601493835,28.8208332062,38.7947807312,1014.9675293,345.400506508,76.0347450105,171.904209106,-45.681728363,14.954875946,11.7679214478,0.253840863705,0.94349193573,0.226394385099,0.00144140422344,-0.000803485512733,-0.000106457620859,2017-05-12 17:36:18.451848
30.3601493835,28.8125,38.7947807312,1014.97241211,345.394352507,76.0921869014,171.810676496,-45.7193450928,15.0092763901,11.2938899994,0.253355979919,0.941792368889,0.231268316507,0.00262120738626,-0.00136613287032,0.0016524400562,2017-05-12 17:36:18.519807
30.3954200745,28.8166656494,39.0291023254,1014.97607422,345.389909469,76.1105054687,171.797439589,-45.6157569885,15.0423221588,10.6214790344,0.253113538027,0.942035198212,0.231024608016,-0.0110927000642,0.0033932030201,0.00167802534997,2017-05-12 17:36:18.577242
30.3601493835,28.8125,39.2724380493,1014.98364258,345.392498111,76.0888059578,171.834308951,-45.4407653809,14.7463407516,10.3991565704,0.251901298761,0.941792368889,0.229318723083,0.00526533275843,-0.00293624401093,0.00165214389563,2017-05-12 17:36:18.631610
30.3248767853,28.8166656494,39.1222305298,1014.97875977,345.393870979,76.1108674688,171.845237253,-45.3372955322,14.5851325989,10.7334480286,0.252871066332,0.941792368889,0.23370526731,-0.00503219664097,0.000660894438624,0.00104703567922,2017-05-12 17:36:18.689596
30.3248767853,28.8145828247,39.1222305298,1014.97216797,345.397470489,76.1052598835,171.817629629,-45.3100624084,14.9034376144,11.4187326431,0.252386212349,0.94349193573,0.228587657213,-0.00608822703362,0.00313848257065,-0.000409372150898,2017-05-12 17:36:18.749884
30.377784729,28.8270835876,39.3926010132,1014.97119141,345.401431998,76.1106420725,171.75305702,-45.1438789368,14.7632226944,11.4545469284,0.252628654242,0.94106400013,0.231755703688,-0.0178584307432,0.0025621317327,0.000232866033912,2017-05-12 17:36:18.818549
30.3072395325,28.8187503815,38.8308296204,1014.97875977,345.405704282,76.0461036151,171.724848339,-45.2793807983,15.0776376724,11.1033630371,0.252386212349,0.941306829453,0.23297418654,-0.0118634030223,0.00564279966056,0.000523531809449,2017-05-12 17:36:18.876462
30.4306945801,28.8208332062,39.4677047729,1014.98217773,345.411378461,76.0009628948,171.729083056,-45.2759857178,14.9518899918,11.0862102509,0.251658856869,0.940821230412,0.234436362982,0.0052916072309,7.69644975662e-05,0.000858653336763,2017-05-12 17:36:18.930843
30.3425121307,28.8145828247,39.0921897888,1014.97705078,345.411940244,76.0158731978,171.725340113,-45.1680831909,14.8705501556,10.7383575439,0.252386212349,0.94106400013,0.23297418654,0.00226147100329,-0.00108957476914,-6.3456594944e-05,2017-05-12 17:36:18.995771
30.3425121307,28.8229179382,39.0921897888,1014.9765625,345.413424103,76.0396968976,171.743207887,-44.918296814,15.0259914398,10.7835454941,0.251901298761,0.941549599171,0.231755703688,7.67409801483e-05,0.00137944333255,-0.000369265675545,2017-05-12 17:36:19.056216
30.4130573273,28.8270835876,38.2239952087,1014.98583984,345.414892594,76.0443141055,171.734424264,-45.1712150574,15.1795244217,11.0353193283,0.252386212349,0.94106400013,0.231755703688,0.00270392000675,-0.000723076984286,0.00115685723722,2017-05-12 17:36:19.114281
30.3954200745,28.8250007629,39.4526863098,1014.98657227,345.415129943,76.0574144083,171.731651207,-45.2913322449,15.2428703308,10.808344841,0.252386212349,0.940821230412,0.234436362982,0.00846595689654,-0.00245207361877,-0.000951424241066,2017-05-12 17:36:19.168666
30.3954200745,28.8291664124,39.4526863098,1014.98828125,345.413950027,76.0854659952,171.745174982,-45.2656402588,15.1831674576,10.8984966278,0.253355979919,0.942763566971,0.230293527246,0.00432835891843,-0.00173052586615,-0.00211978144944,2017-05-12 17:36:19.229344
30.3601493835,28.8270835876,38.4853553772,1014.98583984,345.414680858,76.1101366385,171.725066905,-45.6282653809,15.1306581497,11.5064983368,0.251416414976,0.940821230412,0.233461588621,0.00447513535619,-0.000786339864135,6.13778829575e-05,2017-05-12 17:36:19.286855
30.3425121307,28.8270835876,39.9513702393,1014.98657227,345.413803178,76.1195213184,171.669414524,-45.2728843689,14.9673147202,11.7216186523,0.252386212349,0.941549599171,0.231999412179,0.0045266635716,-0.0016307272017,-0.00173401273787,2017-05-12 17:36:19.348110
30.4130573273,28.8250007629,40.365940094,1014.98657227,345.416190329,76.1431810937,171.584365008,-45.2999572754,14.6556882858,11.8061819077,0.253113538027,0.943006336689,0.233461588621,-0.0100577622652,0.000794617459178,0.00161354988813,2017-05-12 17:36:19.410494
30.4483299255,28.8208332062,39.37758255,1014.98193359,345.418568943,76.129507055,171.527865683,-45.3507766724,14.7149085999,11.3353490829,0.252628654242,0.941549599171,0.230780914426,-0.000325102359056,-0.000157868489623,0.000410543754697,2017-05-12 17:36:19.486636
30.4483299255,28.8291664124,39.0591430664,1014.97802734,345.416511348,76.1348277724,171.502935493,-45.2509994507,14.9212083817,11.2327423096,0.251658856869,0.940578460693,0.230537220836,-0.00698668509722,0.000718809664249,0.00070353038609,2017-05-12 17:36:19.565640
30.4306945801,28.8312492371,38.1338729858,1014.97680664,345.41513165,76.0969407131,171.505845153,-45.3729019165,14.9182281494,11.029624939,0.252386212349,0.940821230412,0.232730492949,-0.00147771462798,0.000862892717123,0.00219852849841,2017-05-12 17:36:19.641167
30.3954200745,28.8208332062,38.1338729858,1014.98144531,345.41664283,76.0716826735,171.514287267,-45.2559432983,14.9168815613,11.1489915848,0.253355979919,0.941549599171,0.233948975801,-0.00689719989896,0.00253334641457,0.000686993822455,2017-05-12 17:36:19.718629
30.3425121307,28.8333320618,38.3291397095,1014.98535156,345.414993339,76.0460148226,171.519191343,-45.4421653748,15.2054815292,11.0070838928,0.251901298761,0.941792368889,0.234923765063,0.00488765910268,-0.00110281817615,0.00095209851861,2017-05-12 17:36:19.797369
30.377784729,28.8250007629,38.9119415283,1014.98046875,345.415094084,76.0580974272,171.54724976,-45.3659210205,15.3969774246,10.9532089233,0.252628654242,0.941792368889,0.232243090868,0.00456095859408,0.000161245465279,0.000953949987888,2017-05-12 17:36:19.872708
30.3072395325,28.8229179382,40.4019889832,1014.97387695,345.410232697,76.0862378066,171.554640025,-45.1670303345,15.0759687424,10.9755439758,0.252628654242,0.939607262611,0.234436362982,0.00199526175857,-0.000135321170092,0.000350959599018,2017-05-12 17:36:19.957147
30.3248767853,28.8250007629,40.2638015747,1014.97851562,345.410596405,76.0998776944,171.559981233,-45.2176704407,14.8761148453,11.014087677,0.252386212349,0.942520797253,0.23370526731,0.00220280513167,-0.000717125833035,-0.00114376656711,2017-05-12 17:36:20.036729
30.3248767853,28.8270835876,39.2514076233,1014.97949219,345.410972065,76.1211127525,171.543861986,-45.1192588806,14.7851915359,11.2993249893,0.252871066332,0.941549599171,0.231999412179,-0.000669348984957,-0.00126608461142,0.000343209132552,2017-05-12 17:36:20.112610
30.2543315887,28.8250007629,39.2213668823,1014.98046875,345.408228036,76.1254909038,171.523876853,-45.0566062927,15.060593605,10.8537139893,0.252628654242,0.941306829453,0.232486799359,0.00499399751425,-0.000916689634323,0.00218239985406,2017-05-12 17:36:20.188674
30.2719688416,28.8291664124,38.83984375,1014.98144531,345.402833895,76.1369656216,171.551716704,-45.1707229614,15.342467308,10.8724718094,0.252143740654,0.941306829453,0.23297418654,-0.00489451363683,0.00028470531106,0.000947656109929,2017-05-12 17:36:20.264401
30.3072395325,28.8291664124,41.4864807129,1014.98046875,345.404051376,76.1137156577,171.568054516,-45.2512359619,14.959072113,11.1954803467,0.252143740654,0.941792368889,0.233461588621,-0.00447374582291,0.00137841887772,-4.56441193819e-05,2017-05-12 17:36:20.343807
30.3072395325,28.8270835876,40.7234344482,1014.9831543,345.401411508,76.080438976,171.563970063,-45.3847198486,15.0309925079,11.1959905624,0.252386212349,0.941549599171,0.231999412179,-0.00409771874547,0.00338065437973,0.00144976191223,2017-05-12 17:36:20.419441
30.3601493835,28.8291664124,38.5874938965,1014.98120117,345.400293064,76.0671269373,171.555691874,-44.9945106506,15.0130643845,11.2216529846,0.251901298761,0.940821230412,0.233461588621,-0.000625152140856,-0.00115214288235,0.00111944973469,2017-05-12 17:36:20.494732
30.4306945801,28.8291664124,38.9840393066,1014.98388672,345.403139546,76.0643060692,171.545938364,-45.0971641541,15.0859975815,10.8262891769,0.252628654242,0.94106400013,0.235411152244,0.00108892098069,-0.00291753187776,-0.00133193284273,2017-05-12 17:36:20.573991
30.3072395325,28.8291664124,39.5187759399,1014.98852539,345.403047338,76.0832325234,171.589187122,-45.2655792236,15.0826625824,10.2788639069,0.251173973083,0.942035198212,0.234680071473,0.00361097231507,-0.00315527059138,0.00228427536786,2017-05-12 17:36:20.701155
30.3954200745,28.8291664124,39.8642501831,1014.98413086,345.400228177,76.0992356566,171.647325692,-44.9646911621,15.0520343781,10.4293527603,0.251416414976,0.941306829453,0.233461588621,0.000667538493872,-4.01586294174e-05,0.000116975978017,2017-05-12 17:36:20.762383
