temp_h,humidity,pressure,pitch,roll,yaw,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,timestamp
30.289604187,39.8432235718,1014.86743164,345.405666716,76.9500108498,170.654065922,-16.4620132446,5.61755847931,4.2674612999,0.253840863705,0.94470590353,0.219083473086,['x'],['y'],['z'],2017-05-12 17:44:39.628330
30.3601493835,40.7324447632,1014.86621094,345.402473602,76.9139679416,170.692342302,-33.6807975769,11.2401313782,8.02170085907,0.253355979919,0.944463133812,0.221520423889,['x'],['y'],['z'],2017-05-12 17:44:39.703807
30.1661510468,37.1515197754,1014.86938477,345.408347565,76.8414313326,170.787828347,-40.6964836121,13.6838159561,10.17582798,0.252386212349,0.943249166012,0.225419580936,['x'],['y'],['z'],2017-05-12 17:44:39.782555
30.1837882996,37.632183075,1014.86816406,345.398706753,76.9162697153,170.798018989,-43.4916343689,14.7950925827,10.7717094421,0.253840863705,0.94470590353,0.221033036709,['x'],['y'],['z'],2017-05-12 17:44:39.856809
30.201423645,40.0925636292,1014.86499023,345.396172753,76.9812657955,170.818427595,-44.918094635,15.1039094925,10.7866954803,0.253840863705,0.94591987133,0.217621281743,['x'],['y'],['z'],2017-05-12 17:44:39.935400
30.1485137939,39.8642501831,1014.86816406,345.394239809,76.9827820975,170.892302921,-45.2113227844,15.4151258469,10.4437408447,0.254810661077,0.94470590353,0.216890200973,['x'],['y'],['z'],2017-05-12 17:44:40.010417
30.201423645,38.788772583,1014.87060547,345.38841878,76.9561716805,171.004659532,-45.4047927856,15.5423641205,10.3307189941,0.2540833354,0.944463133812,0.220545649529,['x'],['y'],['z'],2017-05-12 17:44:40.089060
30.201423645,40.6873817444,1014.86938477,345.389415988,76.8723379386,171.125635843,-45.4039268494,15.5130519867,10.5784788132,0.253113538027,0.94470590353,0.2212767452,['x'],['y'],['z'],2017-05-12 17:44:40.163489
30.2543315887,39.7951545715,1014.86621094,345.387675997,76.8511302012,171.191301282,-45.4143295288,15.3363180161,10.4097003937,0.253598421812,0.944948673248,0.22078935802,['x'],['y'],['z'],2017-05-12 17:44:40.242542
30.0956077576,40.9517440796,1014.86914062,345.38732595,76.8741479387,171.248510946,-45.1868286133,15.3759746552,10.6300191879,0.253598421812,0.943249166012,0.220058262348,['x'],['y'],['z'],2017-05-12 17:44:40.320485
30.201423645,39.2934646606,1014.86889648,345.38633045,76.8628781266,171.299873969,-45.1545143127,15.6343183517,10.6997642517,0.252386212349,0.943977534771,0.223226308823,['x'],['y'],['z'],2017-05-12 17:44:40.395445
30.1661510468,40.5191497803,1014.87084961,345.382273318,76.8355505397,171.348327331,-45.1504135132,15.2409381866,10.5636730194,0.252143740654,0.943977534771,0.22176413238,['x'],['y'],['z'],2017-05-12 17:44:40.476220
30.2543315887,40.0595207214,1014.87402344,345.389962403,76.8308991809,171.406602505,-44.9936485291,15.2042455673,10.2035284042,0.253355979919,0.94349193573,0.222007825971,['x'],['y'],['z'],2017-05-12 17:44:40.554684
30.113243103,40.3058586121,1014.86889648,345.386398752,76.8671060137,171.455151489,-44.9619255066,15.3771600723,10.5722465515,0.25505310297,0.944463133812,0.219570860267,['x'],['y'],['z'],2017-05-12 17:44:40.629216
30.113243103,39.4707107544,1014.86889648,345.380717742,76.8956835252,171.483469454,-44.9167861938,15.3001050949,10.58989048,0.252628654242,0.943734705448,0.220058262348,['x'],['y'],['z'],2017-05-12 17:44:40.705482
30.1308784485,39.1312408447,1014.86816406,345.379792251,76.9060927335,171.488878963,-45.2311553955,15.2227268219,11.2686414719,0.251901298761,0.944463133812,0.219814553857,['x'],['y'],['z'],2017-05-12 17:44:40.782099
30.201423645,40.6933898926,1014.87109375,345.381718365,76.8995152613,171.448362281,-45.5964736938,15.5751981735,11.5619487762,0.252628654242,0.944463133812,0.221033036709,['x'],['y'],['z'],2017-05-12 17:44:40.859327
30.1661510468,39.8582420349,1014.87304688,345.384091855,76.8669147684,171.433349525,-45.3363952637,15.8696260452,11.0412635803,0.252871066332,0.94470590353,0.220301941037,['x'],['y'],['z'],2017-05-12 17:44:40.934722
30.1485137939,41.2431488037,1014.86645508,345.383596667,76.8617989567,171.444673979,-45.495136261,15.4398698807,11.1714038849,0.253355979919,0.943734705448,0.22176413238,['x'],['y'],['z'],2017-05-12 17:44:41.009310
30.1485137939,41.2431488037,1014.86791992,345.38462461,76.8524279371,171.444783262,-45.0663299561,15.6714916229,11.07929039,0.253598421812,0.943977534771,0.22176413238,['x'],['y'],['z'],2017-05-12 17:44:41.081675
30.1485137939,39.3625602722,1014.87255859,345.381754223,76.8410010307,171.448130055,-45.0301094055,15.6338415146,11.1911621094,0.253598421812,0.944220304489,0.220545649529,['x'],['y'],['z'],2017-05-12 17:44:41.156006
30.1837882996,38.479347229,1014.86572266,345.378316931,76.8355437095,171.458279716,-45.1485023499,15.1594686508,10.7290678024,0.253840863705,0.943977534771,0.223226308823,['x'],['y'],['z'],2017-05-12 17:44:41.230500
30.2190589905,39.4857292175,1014.87280273,345.373986591,76.835632502,171.481966812,-45.3890113831,15.2455177307,10.690038681,0.251901298761,0.943977534771,0.2212767452,['x'],['y'],['z'],2017-05-12 17:44:41.308581
30.1485137939,40.0144577026,1014.87768555,345.370901053,76.850399371,171.479507944,-45.3363838196,14.997674942,11.2299938202,0.251901298761,0.943734705448,0.219814553857,['x'],['y'],['z'],2017-05-12 17:44:41.386804
30.3072395325,39.4016151428,1014.88037109,345.367120543,76.8792432598,171.459235942,-45.7248649597,14.7527494431,11.3364372253,0.254325777292,0.944463133812,0.220301941037,['x'],['y'],['z'],2017-05-12 17:44:41.461198
30.1661510468,40.2127304077,1014.87866211,345.36492976,76.8908887324,171.443048394,-45.3491287231,14.9159793854,10.6410312653,0.253598421812,0.944463133812,0.22078935802,['x'],['y'],['z'],2017-05-12 17:44:41.539461
