temp_h,humidity,pressure,pitch,roll,yaw,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,timestamp
30.0779705048,38.8668785095,1015.47607422,350.48053825,42.1619176332,164.51883484,-18.0491447449,0.838712096214,8.75247478485,0.039033792913,-0.0176094900817,-0.0134976012632,['x'],['y'],['z'],2017-05-12 16:50:29.784371
29.9016094208,40.3899726868,1015.47119141,348.98850477,40.332523181,163.686835837,-34.868976593,25.8932495117,60.8180351257,0.163166105747,0.653354823589,0.722317457199,['x'],['y'],['z'],2017-05-12 16:50:29.867829
29.9016094208,40.3899726868,1015.47119141,348.98850477,40.332523181,163.686835837,-34.868976593,25.8932495117,60.8180351257,0.163166105747,0.653354823589,0.722317457199,['x'],['y'],['z'],2017-05-12 16:50:29.867829
30.113243103,39.2183609009,1015.47070312,349.089144192,40.4809329464,162.648920291,-45.4471969604,49.897064209,105.295478821,0.164378330112,0.654568791389,0.722073733807,['x'],['y'],['z'],2017-05-12 16:50:29.952280
30.113243103,39.2183609009,1015.47070312,349.089144192,40.4809329464,162.648920291,-45.4471969604,49.897064209,105.295478821,0.164378330112,0.654568791389,0.722073733807,['x'],['y'],['z'],2017-05-12 16:50:29.952280
29.97215271,40.4260253906,1015.46142578,349.154065141,40.6302306364,162.078148702,-47.9072380066,21.7303981781,57.0056915283,0.16340854764,0.65262645483,0.720611572266,['x'],['y'],['z'],2017-05-12 16:50:30.050539
29.97215271,40.4260253906,1015.46142578,349.154065141,40.6302306364,162.078148702,-47.9072380066,21.7303981781,57.0056915283,0.16340854764,0.65262645483,0.720611572266,['x'],['y'],['z'],2017-05-12 16:50:30.050539
29.97215271,40.4260253906,1015.46655273,349.256679341,40.7864370627,161.902271331,-47.9072380066,21.7303981781,57.0056915283,0.184501335025,0.653840363026,0.720611572266,['x'],['y'],['z'],2017-05-12 16:50:30.131611
29.97215271,40.4260253906,1015.46655273,349.256679341,40.7864370627,161.902271331,-47.9072380066,21.7303981781,57.0056915283,0.184501335025,0.653840363026,0.720611572266,['x'],['y'],['z'],2017-05-12 16:50:30.131611
29.97215271,40.4260253906,1015.47192383,343.668252713,64.3267694145,173.932392799,-49.1738548279,6.32650518417,30.9842624664,0.165105670691,0.654568791389,0.721830070019,['x'],['y'],['z'],2017-05-12 16:50:30.218140
